claim,label,language,translated_claim,output,final_answer,correct,inconclusive
মসজিদের সামনে মানব প্রাচীরের ছবিটা নিউজিল্যান্ডের মসজিদে জঙ্গিহামলার পরে তোলা।,false,bn,'The picture of the human wall in front of the mosque was taken after the terrorist attack on the mosque in New Zealand.',Final Answer: False,false,True,False
"सीवान में एक मेडिकल स्टोर के सामने एक कोरोना मरीज की मौत हो गई, जो कि बिहार के स्वास्थ्य मंत्री मंगल पांडेय का निर्वाचन क्षेत्र है.",mostly false,hi,"A COVID patient died in front of a medical store in Siwan, which is the constituency of Bihar's Health Minister Mangal Pandey.",Final Answer: True,true,False,False
योगी आदित्यनाथ जी को सुनने के लिए बिहार की एक रैली में उमड़ा जनसैलाब। जय श्री राम के नारों से गूंजा मैदान।,half true,hi,"A massive crowd gathered at a rally in Bihar to listen to Yogi Adityanath. The ground echoed with chants of ""Jai Shri Ram.""",Final Answer: True,true,False,False
करतारपुर गुरुद्वारे की छत पर छापा पाकिस्तानी झंडा,false,hi,'Pakistani flag on the roof of Kartarpur Gurudwara.',Final Answer: False,false,True,False
तस्वीर में नजर आ रही बच्ची को कोरोना वायरस हो गया है और वह अपने लिए दुआ करने को कह रही है.,false,hi,'The girl seen in the picture has contracted the coronavirus and is asking for prayers for herself.',Final Answer: False,false,True,False
केंद्रीय स्वास्थ्य मंत्री डॉ हर्षवर्धन को पीटा गया.,mostly false,hi,"Dr. Harsh Vardhan, the Union Health Minister, was beaten.",Final Answer: False,false,False,False
ভাইরাল ভিডিওটি বিহারের চলতি বিধানসভা নির্বাচনের কারসাজির ভিডিও,mostly false,bn,The viral video is a footage of the rigging in Bihar's ongoing assembly elections.,Final Answer: False,false,False,False
कोरोना वायरस के मरीजों का इलाज करने के दौरान पुणे की डॉक्टर मेघा व्यास को संक्रमण हो गया और उनकी मौत हो गई.,mostly false,hi,Dr. Megha Vyas from Pune contracted an infection while treating patients with the coronavirus and passed away.,Final Answer: True,true,False,False
"आजतक चैनल ने ये खबर चलाई, प्रधानमंत्री ने ये ऐलान किया है कि आज रात से पूरे देश में शराबबंदी की जाएगी.",false,hi,"""The Aaj Tak channel has reported that the Prime Minister has announced that a complete ban on alcohol will be implemented across the country starting tonight.""",Final Answer: False,false,True,False
"তুলে নেওয়া হচ্ছে ২০০০ টাকা, ফিরছে ১০০০ টাকার নোট",mostly false,bn,"'2000 taka is being withdrawn, and a 1000 taka note is being returned.'",Final Answer: False,false,False,False
बैलेट पेपर से होगा महाराष्ट्र में मतदान,false,hi,'Voting in Maharashtra will be done using ballot papers.',Final Answer: False,false,True,False
केरल सोना तस्करी मामले की मुख्य आरोपी स्वप्ना सुरेश का असली नाम मुमताज़ इस्माइल है।,false,hi,"The main accused in the Kerala gold smuggling case, Swapna Suresh, has the real name Mumtaz Ismail.",Final Answer: False,false,True,False
लॉकडाउन में ड्यूटी करते हुए पुलिसकर्मी को हुआ कोरोना वायरस.,false,hi,'A police officer contracted the coronavirus while on duty during the lockdown.',Final Answer: True,true,False,False
घायल भारतीय जवान अस्पताल में इलाज छोड़ दुश्मन से बदला लेने पहुंचा,false,hi,'Injured Indian soldier left treatment in the hospital to take revenge on the enemy.',Final Answer: False,false,True,False
আমেরিকার বোস্টনে ফাঁসির আসামীকে ১৯৮৬ সালে একটি অদ্ভুত পরীক্ষা করা হয়,mostly false,bn,"'In Boston, America, a strange experiment was conducted on a death row inmate in 1986.'",Final Answer: False,false,False,False
अमेरिका ने कोरोना वायरस का वैक्सीन तैयार कर लिया है।,half true,hi,America has developed a vaccine for the coronavirus.,Final Answer: True,true,False,False
सरकार से सवाल पूछने पर पत्रकार पर हुआ जानलेवा हमला,false,hi,'A journalist was attacked fatally after questioning the government.',Final Answer: Half True,half true,False,False
"जितने खर्च में स्टैच्यू ऑफ यूनिटी बनी है, उतने में चीन ने समुद्री पुल बना डाला.",half true,hi,"""For the amount spent on the Statue of Unity, China has built a sea bridge.""",Final Answer: Mostly True,mostly true,False,False
बच्ची ने राहुल गांधी को कहा कि वह मोदी को प्रधानमंत्री के तौर पर देखना चाहती है.,false,hi,The girl told Rahul Gandhi that she wants to see Modi as Prime Minister.,Final Answer: False,false,True,False
इस तस्वीर में यूपी के सीएम योगी आदित्यनाथ हाथरस की पीड़िता का दाह संस्कार देख रहे हैं.,mostly false,hi,"'In this picture, UP Chief Minister Yogi Adityanath is observing the cremation of the victim from Hathras.'",Final Answer: False,false,False,False
देश की ऐसी स्थिति देख सीएम योगी आदित्यनाथ की आंखों में आंसू आ गए।,half true,hi,"""Seeing the condition of the country, Chief Minister Yogi Adityanath was brought to tears.""",Final Answer: False,false,False,False
केरल सरकार ने लोगों को राम मंदिर भूमि पूजन समारोह देखने से रोकने के लिए 5 अगस्त को राज्य में ब्लैकआउट की घोषणा की.,mostly false,hi,The Kerala government announced a blackout in the state on August 5 to prevent people from watching the Ram Temple ground-breaking ceremony.,Final Answer: False,false,False,False
62 साल तक एक आदमी ने पत्नी की बात न सुनने के लिए गूंगे-बहरे बने रहने का नाटक किया.,false,hi,"'For 62 years, a man pretended to be deaf and mute to avoid listening to his wife's words.'",Final Answer: False,false,True,False
दुबई के बुर्ज खलीफा से कूदकर आत्महत्या करते व्यक्ति की तस्वीर,mostly false,hi,'A picture of a person committing suicide by jumping from Dubai's Burj Khalifa.',Final Answer: False,false,False,False
आइसलैंड ने सभी धर्मों को जनसंहार के हथियार घोषित कर दिए हैं.,false,hi,'Iceland has declared all religions to be weapons of genocide.',Final Answer: False,false,True,False
